swing,pelvis_produced,pelvis_placed,pelvis_beforeImpactMs,pelvis_tSigmaMs,pelvis_peakDps,pelvis_routeId,thorax_produced,thorax_placed,thorax_beforeImpactMs,thorax_tSigmaMs,thorax_peakDps,thorax_routeId,leadArm_produced,leadArm_placed,leadArm_beforeImpactMs,leadArm_tSigmaMs,leadArm_peakDps,leadArm_routeId,club_produced,club_placed,club_beforeImpactMs,club_tSigmaMs,club_peakDps,club_routeId,order,orderResolved,verdict,routeSummary,clubheadPeakLead
2026-07-03_Mark-Liversedge_Wrist_01__swing_0003,1,0,133.872,43.40771711210591,352.45831778541765,faceOn,1,0,180.776,13.068252404831235,970.0852360811617,faceOn,1,1,100.224,19.2099886220669,651.7416985661633,faceOn,1,1,70.771,12.24242076847769,1715.838821037314,faceOnClub,leadArm → club,True,partial,estimated,4.104
2026-07-03_Mark-Liversedge_Wrist_01__swing_0004,1,0,73.799,49.74446968636729,512.5088892070099,faceOn,1,0,200.98,15.977929411822602,1995.3721108055943,faceOn,1,1,26.98,12.512769099443776,856.1878821952462,faceOn,1,1,5.848,7.362903997023961,1950.0445871014851,faceOnClub,leadArm → club,True,partial,estimated,55.848
2026-07-03_Mark-Liversedge_Wrist_01__swing_0005,1,0,127.162,53.581151078082534,453.7336487147339,faceOn,1,0,227.777,19.794911459336667,1162.1402312614407,faceOn,1,1,80.441,12.92261820972651,857.9895563814232,faceOn,1,1,5.737,8.575025629620324,2010.8429964317784,faceOnClub,leadArm → club,True,partial,estimated,1.57
2026-07-03_Mark-Liversedge_Wrist_01__swing_0006,1,0,120.759,30.883036570589077,352.5250424272991,faceOn,1,0,167.607,13.938288506095805,1008.2201265191309,faceOn,1,1,80.344,25.815099338833697,705.211026733432,faceOn,1,1,5.878,8.963573880852898,1773.973501075493,faceOnClub,leadArm → club,True,partial,estimated,1.711
2026-07-03_Mark-Liversedge_Wrist_01__swing_0007,1,0,120.572,38.81424721417383,380.3746879798135,faceOn,1,0,160.783,11.65786797486668,845.5735914491763,faceOn,1,1,26.804,17.277497843317935,652.9472846130122,faceOn,1,1,68.353,13.96310360146724,1711.3394601951654,faceOnClub,club → leadArm,True,other,estimated,47.519
2026-07-03_Mark-Liversedge_Wrist_01__swing_0008,1,0,6.682,294.71500000000003,867.086335216582,faceOn,1,0,40.133,88.42373838009904,723.7089350393486,faceOn,1,1,40.133,11.033366733055345,1645.3551141183768,faceOn,1,0,1.553,86.13110661522123,1844.6002647728296,faceOnClub,leadArm,False,unresolved,estimated,64.053
2026-07-03_Mark-Liversedge_Wrist_01__swing_0009,1,0,0,274.571,903.8656078204795,faceOn,1,0,33.558,99.94144903085,490.656803568915,faceOn,1,1,93.753,19.704717808081575,734.1455255974458,faceOn,1,1,63.734,8.570865729754283,1969.7409628029143,faceOnClub,leadArm → club,True,partial,estimated,63.734
2026-07-03_Mark-Liversedge_Wrist_01__swing_0010,1,0,6.621,267.993,826.6030127513686,faceOn,1,0,46.656,267.993,704.588274043149,faceOn,1,1,33.463,26.3578851975116,770.5397276563498,faceOn,1,1,0.059,10.13144486465778,1771.057130533547,faceOnClub,leadArm → club,True,partial,estimated,0.059
2026-07-03_Mark-Liversedge_Wrist_01__swing_0011,1,0,40.225,32.180372374903534,871.2544897983956,faceOn,1,0,33.39,57.87441940987531,785.0734370063611,faceOn,1,1,26.817,15.006471937939692,1050.9272234727075,faceOn,1,1,3.282,26.594500347408555,1789.6038647952737,faceOnClub,leadArm → club,False,unresolved,estimated,57.449
2026-07-04_Mark-Liversedge_Wrist_01__swing_0001,1,0,134.297,44.02782395098511,406.69425258392624,faceOn,1,0,208.181,14.94561313814406,717.5125350932282,faceOn,1,0,53.833,71.45950019119047,610.7890779079853,faceOn,1,1,67.894,11.063586290841318,1768.4619765337932,faceOnClub,club,False,unresolved,estimated,51.228
2026-07-04_Mark-Liversedge_Wrist_01__swing_0002,1,0,180.847,31.14860919217071,247.45063041131652,faceOn,1,0,120.58,151.2227621988858,580.7816727489736,faceOn,1,1,113.907,23.766716227585533,673.6612153550539,faceOn,1,1,68.802,10.965867002157854,1830.2006910887155,faceOnClub,leadArm → club,True,partial,estimated,52.135
2026-07-04_Mark-Liversedge_Wrist_01__swing_0003,1,0,6.651,95.87708279444485,278.37213829207957,faceOn,1,0,207.634,9.539113671745586,722.8102605774748,faceOn,1,1,60.122,34.1104896157094,717.6161268006349,faceOn,1,1,24.914,10.93568890402896,1869.3521280827238,faceOnClub,leadArm → club,False,unresolved,estimated,8.247
2026-07-04_Mark-Liversedge_Wrist_01__swing_0004,1,0,247.868,24.808537936622553,282.03029049553254,faceOn,1,0,46.941,47.72520497287859,614.3184760469259,faceOn,1,1,120.57,16.30274941117842,671.6300803842206,faceOn,1,1,71.188,8.750114269971244,1888.8398658989868,faceOnClub,leadArm → club,True,partial,estimated,50.355
2026-07-04_Mark-Liversedge_Wrist_01__swing_0005,1,0,241.117,24.065190800454133,370.14294202209066,faceOn,1,0,261.213,9.539857047199414,644.1860034130179,faceOn,1,1,100.392,22.407813076384542,647.1754771307005,faceOn,1,1,72.459,9.55092599415023,1803.6370416922957,faceOnClub,leadArm → club,True,partial,estimated,55.793
2026-07-04_Mark-Liversedge_Wrist_01__swing_0006,1,0,0,144.35627503181433,376.61080941676965,faceOn,1,0,46.905,44.93289329349275,577.2548295727546,faceOn,1,1,113.836,22.126195495929053,671.2294866841183,faceOn,1,1,66.046,10.173412832080471,1938.537477005425,faceOnClub,leadArm → club,True,partial,estimated,16.046
2026-07-04_Mark-Liversedge_Wrist_01__swing_0007,1,0,73.511,67.11831500650804,330.20990202045,faceOn,1,0,107.156,27.667823323755865,526.7623935184772,faceOn,1,1,100.47,17.55237561197693,679.1821519576895,faceOn,1,1,70.703,9.279988188747692,1719.3790764102316,faceOnClub,leadArm → club,True,partial,estimated,4.037
2026-07-04_Mark-Liversedge_Wrist_01__swing_0008,1,0,167.481,38.29621552051906,213.20433473908642,faceOn,1,0,140.737,27.85384234154263,531.9113269650339,faceOn,1,1,40.279,14.835349532810216,767.9013932125484,faceOn,1,1,28.32,22.94296156958924,1778.2332685628267,faceOnClub,leadArm → club,False,unresolved,estimated,3.32
2026-07-04_Mark-Liversedge_Wrist_01__swing_0009,1,0,0,8.963631533624508,667.3307946907636,faceOn,1,0,46.723,55.96635654665539,501.51357974663534,faceOn,1,1,80.367,21.203329504828325,690.9889172775352,faceOn,1,1,47.406,15.501423020592103,1795.5066975616671,faceOnClub,leadArm → club,True,partial,estimated,9.906
2026-07-04_Mark-Liversedge_Wrist_01__swing_0010,1,0,13.377,153.22537277415353,532.3521055086769,faceOn,1,0,46.834,71.99783155285967,609.8332799344645,faceOn,1,1,100.421,19.483631571643965,675.5978944852088,faceOn,1,1,57.433,14.124574467666267,1646.6934094206254,faceOnClub,leadArm → club,True,partial,estimated,3.266
2026-07-04_Mark-Liversedge_Wrist_01__swing_0011,1,0,13.25,54.60028900005951,451.11391635117434,faceOn,1,0,40.193,60.67637254917526,704.0847710396757,faceOn,1,1,93.721,25.143713485791814,663.7178385062027,faceOn,1,1,65.938,9.85105007325086,1854.8130286952962,faceOnClub,leadArm → club,True,partial,estimated,3.438
2026-07-04_Mark-Liversedge_Wrist_01__swing_0012,1,0,107.151,53.3505550082831,197.97834402968505,faceOn,1,0,46.71,40.18793038039837,593.9234672132557,faceOn,1,1,86.846,17.092121450073815,696.5253741495503,faceOn,1,1,34.459,27.180155275219303,1838.5425113882911,faceOnClub,leadArm → club,True,partial,estimated,1.126
2026-07-04_Mark-Liversedge_Wrist_01__swing_0013,1,0,66.94,45.24378435519019,513.6785507975534,faceOn,1,0,200.931,10.184500375628037,828.5854984893746,faceOn,1,0,60.244,43.20548108925312,774.2791979175554,faceOn,1,1,23.034,13.906260093637314,1710.5476472259036,faceOnClub,club,False,unresolved,estimated,48.034
2026-07-04_Mark-Liversedge_Wrist_01__swing_0014,1,0,0,55.52533277189487,522.05239590471,faceOn,1,0,207.545,10.59785750059576,1093.3271203180868,faceOn,1,1,87.084,16.191469376336975,743.0143165241094,faceOn,1,0,37.903,42.24532370180657,1808.033910450109,faceOnClub,leadArm,False,unresolved,estimated,46.236
2026-07-04_Mark-Liversedge_Wrist_01__swing_0015,1,0,0,155.8993108825492,431.11022664277726,faceOn,1,0,140.443,17.699711890404494,654.7243678381986,faceOn,1,1,100.434,20.782715619330133,695.526762081248,faceOn,1,1,53.08,11.883807712714326,1964.560785823166,faceOnClub,leadArm → club,True,partial,estimated,3.08
2026-07-05_Mark-Liversedge_Wrist_02__swing_0001,1,0,127.268,66.67226872489303,189.9093536913062,faceOn,1,0,181.021,6.806163479573513,2517.48409399723,faceOn,1,1,201.05,12.755810547863934,736.6607838067193,faceOn,1,1,61.529,9.78290631664298,1887.1290199118957,faceOnClub,leadArm → club,True,partial,estimated,3.195
2026-07-05_Mark-Liversedge_Wrist_02__swing_0002,1,0,6.767,281.255,473.3014654662804,faceOn,1,0,147.41,91.11461198280526,1621.6893830612014,faceOn,1,1,194.049,13.549576241413893,709.4234902238416,faceOn,1,1,63.146,8.484178130323826,1921.8428626693183,faceOnClub,leadArm → club,True,partial,estimated,50.646
2026-07-05_Mark-Liversedge_Wrist_02__swing_0003,1,0,80.454,24.8420928827006,637.6725388681662,faceOn,1,0,154.13,7.270606814405003,2004.4572102533457,faceOn,1,1,174.289,13.357981663832037,803.301533818046,faceOn,1,1,63.517,10.932155239669637,1898.1933755674497,faceOnClub,leadArm → club,True,partial,estimated,1.017
2026-07-05_Mark-Liversedge_Wrist_02__swing_0004,1,0,147.285,44.05123318254108,285.3742992801566,faceOn,1,0,147.285,20.318612093547294,1898.374525346452,faceOn,1,1,66.952,22.015315079543125,769.9813742932448,faceOn,1,1,66.708,8.406692208905103,2045.590612724923,faceOnClub,leadArm → club,False,unresolved,estimated,0.042
2026-07-05_Mark-Liversedge_Wrist_02__swing_0005,1,0,93.73,42.73212915926912,455.40904390851506,faceOn,1,0,180.668,11.833689332714753,702.9115430195845,faceOn,1,1,80.363,16.753853262382165,742.9525146458233,faceOn,1,1,70.638,8.16477767392741,2067.437712508767,faceOnClub,leadArm → club,False,unresolved,estimated,3.972
2026-07-05_Mark-Liversedge_Wrist_02__swing_0006,1,0,26.671,83.76546423476108,367.86898908338935,faceOn,1,0,160.659,19.310248988429585,1317.3933659854986,faceOn,1,1,46.723,16.995841007514205,809.106751377872,faceOn,1,1,68.165,9.40347498418388,1770.6545268700427,faceOnClub,club → leadArm,True,other,estimated,63.998
2026-07-05_Mark-Liversedge_Wrist_02__swing_0007,1,0,40.192,15.216526412105148,916.7293116673234,faceOn,1,0,154.072,14.572629007286428,2125.098393020127,faceOn,1,1,93.709,12.441467502890506,779.5436468574978,faceOn,1,1,70.653,6.70729036257656,1965.7519449686883,faceOnClub,leadArm → club,True,partial,estimated,3.987
2026-07-05_Mark-Liversedge_Wrist_02__swing_0008,1,0,0,395.233,360.3236600087442,faceOn,1,0,160.8,14.821534387089924,1029.2684676544097,faceOn,1,1,200.984,13.14833041394666,756.4054502378397,faceOn,1,1,62.517,7.834727281772605,1981.2371448310307,faceOnClub,leadArm → club,True,partial,estimated,0.017
2026-07-05_Mark-Liversedge_Wrist_02__swing_0009,1,0,53.542,31.10078581380646,726.4809842478455,faceOn,1,0,194.14,13.584720765164976,661.9177773276044,faceOn,1,1,66.798,21.090346123188446,757.2759742162009,faceOn,1,1,63.313,8.13658666803939,2150.5966889370907,faceOnClub,leadArm → club,False,unresolved,estimated,54.979
2026-07-05_Mark-Liversedge_Wrist_02__swing_0010,1,0,26.816,50.76139006655478,370.5934810062403,faceOn,1,0,301.522,30.466462440908153,1593.5889780103275,faceOn,1,1,200.982,11.435267445966755,1008.3661119451847,faceOn,1,1,63.966,5.8394898386050444,2258.734110131265,faceOnClub,leadArm → club,True,partial,estimated,47.3
2026-07-08_Mark-Liversedge_Wrist_01__swing_0001,1,0,20.197,52.8376320855047,404.08567906751097,faceOn,1,0,147.384,12.154022038324069,689.6099792545431,faceOn,1,1,93.553,30.836443330800073,610.8729569460351,faceOn,1,1,67.788,11.397690577601015,1787.6735766796903,faceOnClub,leadArm → club,False,unresolved,estimated,1.121
2026-07-08_Mark-Liversedge_Wrist_01__swing_0002,1,0,6.806,9.845261853959112,1179.8047193065852,faceOn,1,0,60.228,281.45300000000003,574.9199558908089,faceOn,1,1,94.014,23.94282028552466,629.8061952380502,faceOn,1,1,68.762,9.08883585029709,1899.4918331307895,faceOnClub,leadArm → club,False,unresolved,estimated,52.096
2026-07-08_Mark-Liversedge_Wrist_01__swing_0003,1,0,127.148,40.27358499031106,299.7914212647699,faceOn,1,0,46.899,65.7541951230478,650.5687191464305,faceOn,1,1,93.729,17.291250252629652,618.8056056681887,faceOn,1,1,70.075,7.286582312051794,1921.5006390562476,faceOnClub,leadArm → club,True,partial,estimated,3.408
2026-07-08_Mark-Liversedge_Wrist_01__swing_0004,1,0,6.677,66.04553756307092,398.03447480322825,faceOn,1,0,127.354,17.309411183129267,1125.4019306206278,faceOn,1,1,107.334,19.884130761984604,656.7025248919617,faceOn,1,1,59.686,9.924929023532936,1952.607460253001,faceOnClub,leadArm → club,True,partial,estimated,1.353
2026-07-08_Mark-Liversedge_Wrist_01__swing_0005,1,0,113.737,28.928984613143786,550.7926920377727,faceOn,1,0,127.057,16.342082194908173,809.0536706461178,faceOn,1,1,147.067,28.554611167572517,650.1858173857966,faceOn,1,1,70.11,7.653169462914277,1982.073838409303,faceOnClub,leadArm → club,True,partial,estimated,3.443
2026-07-08_Mark-Liversedge_Wrist_01__swing_0006,1,0,33.563,58.86465228035817,558.0853294855787,faceOn,1,0,127.386,17.54849960411167,2154.404803461677,faceOn,1,1,20.156,38.440130317947634,989.9847757882064,faceOn,1,1,62.886,9.745268851037075,1924.862840345675,faceOnClub,club → leadArm,True,other,estimated,0.386
2026-07-08_Mark-Liversedge_Wrist_01__swing_0007,1,0,113.947,36.24765010074806,350.09554778974905,faceOn,1,0,120.675,85.17534941586868,1637.3736306087483,faceOn,1,1,46.952,21.62125384040067,652.5706336414934,faceOn,1,1,60.821,9.431414269937996,1917.8136606312319,faceOnClub,club → leadArm,False,unresolved,estimated,48.321
2026-07-08_Mark-Liversedge_Wrist_01__swing_0008,1,0,20.019,63.00108625321717,561.368483180375,faceOn,1,0,220.717,13.655366168052154,876.5596942849361,faceOn,1,1,67.004,34.87925721506033,629.9087832797416,faceOn,1,1,66.637,8.265610632263925,2043.599812054157,faceOnClub,leadArm → club,False,unresolved,estimated,49.971
2026-07-08_Mark-Liversedge_Wrist_01__swing_0009,1,0,0,7.718312169292182,1328.1346691512765,faceOn,1,0,174.142,15.690498107307775,678.8967446025105,faceOn,1,1,187.631,16.533838591578938,541.1084027995297,faceOn,1,1,62.6,7.813412992755137,2009.7542248081809,faceOnClub,leadArm → club,True,partial,estimated,0.1
2026-07-08_Mark-Liversedge_Wrist_01__swing_0010,1,0,0,6.11309506697414,1497.6498722455533,faceOn,1,0,53.51,87.42197720893282,651.6262978198791,faceOn,1,1,100.343,29.778475770464645,640.5055168776418,faceOn,1,1,59.046,10.341459367210467,1910.0263170347198,faceOnClub,leadArm → club,True,partial,estimated,42.379
2026-07-08_Mark-Liversedge_Wrist_01__swing_0011,1,0,26.897,77.22754104913315,385.76089071232946,faceOn,1,0,46.933,37.575806448884045,725.781349680387,faceOn,1,1,87.045,38.86037604824778,598.8679862051829,faceOn,1,1,65.453,8.478740330871068,1968.9031340442084,faceOnClub,leadArm → club,False,unresolved,estimated,48.787
2026-07-09_Mark-Liversedge_Wrist_01__swing_0001,1,0,33.616,48.50063321664194,418.0877654165716,faceOn,1,0,45.599,34.04660798697567,743.3993495048035,faceOn,1,1,120.699,17.683670945072663,603.896736470551,faceOn,1,1,67.615,10.178771145323905,1789.4893688894317,faceOnClub,leadArm → club,True,partial,estimated,55.115
2026-07-09_Mark-Liversedge_Wrist_01__swing_0002,1,0,32.43,105.63252449255828,362.9878625352204,faceOn,1,0,69.971,55.46994360466412,592.288281253273,faceOn,1,1,123.708,19.30988843454436,629.2150721342307,faceOn,1,1,58.652,9.042552281857214,1768.7752866329995,faceOnClub,leadArm → club,True,partial,estimated,50.318
2026-07-09_Mark-Liversedge_Wrist_01__swing_0003,1,0,34.132,274.173,454.9630423850539,faceOn,1,0,54.564,84.60095848690116,620.3541191504095,faceOn,1,1,81.327,22.596825380476666,663.5527367204461,faceOn,1,1,58.415,13.164671975788796,1777.286634192815,faceOnClub,leadArm → club,False,unresolved,estimated,50.082
2026-07-09_Mark-Liversedge_Wrist_01__swing_0004,1,0,26.741,281.128,636.9410933230596,faceOn,1,0,139.534,58.13459336809638,1801.5264200540162,faceOn,1,1,46.837,13.217762305153306,778.749884378463,faceOn,1,1,3.745,5.824257488579429,2011.1179956712804,faceOnClub,leadArm → club,True,partial,estimated,3.745
2026-07-09_Mark-Liversedge_Wrist_01__swing_0005,1,0,32.223,50.3965030852487,349.37077416053063,faceOn,1,0,147.171,12.458580922623842,796.1839661622627,faceOn,1,1,66.09,22.316683023878014,639.8202814105474,faceOn,1,1,59.891,11.596822174460062,1857.4655589550437,faceOnClub,leadArm → club,False,unresolved,estimated,1.557
2026-07-09_Mark-Liversedge_Wrist_01__swing_0006,1,0,17.427,42.281732804010225,588.21588792605,faceOn,1,0,161.334,17.045917796283597,854.3611775887621,faceOn,1,1,140.399,19.190207769118928,607.3637587716082,faceOn,1,1,63.431,8.85074077932168,1967.0942204875728,faceOnClub,leadArm → club,True,partial,estimated,0.931
